Pressure (P),Temperature (T),Z (Pitzer),Z (PR)
60,297,0.9855158467212386,0.9844137118314261
60,298,0.9859968644622839,0.9849173743444636
60,299,0.9864709050991359,0.9854138875764509
60,300,0.9869380835939209,0.9859033692112236
60,301,0.9873985126878502,0.9863859345798482
60,302,0.9878523029509202,0.9868616967173004
60,303,0.988299562830343,0.9873307664175168
60,304,0.9887403986977458,0.9877932522868861
60,305,0.9891749148951734,0.9882492607962263
60,306,0.9896032137799287,0.988698896331291
60,307,0.990025395768284,0.9891422612418701
60,308,0.9904415593780943,0.9895794558895115
60,309,0.990851801270345,0.9900105786939244
60,310,0.9912562162896623,0.9904357261780984
60,311,0.9916548975038167,0.9908549930121816
60,312,0.9920479362422479,0.9912684720561551
60,313,0.9924354221336362,0.9916762544013563
